sale_id,sale_date,vehicle_type,brand,fuel_type,city,km_driven,vehicle_age_years,selling_price,procurement_cost,delivery_days,inspection_status,profit
1637,2023-03-10 04:00:00,Bike,Hero,Petrol,Chennai,72589,9,50345,117815,2,Pass,-67470
1638,2023-03-10 05:00:00,Bike,Bajaj,Petrol,Coimbatore,84109,7,110895,34215,11,Pass,76680
1639,2023-03-10 06:00:00,Bike,Honda,Petrol,Hyderabad,73166,5,179125,106118,4,Pass,73007
1640,2023-03-10 07:00:00,Bike,TVS,Petrol,Hyderabad,29905,7,154022,29024,11,Pass,124998
1641,2023-03-10 08:00:00,Bike,Yamaha,Petrol,Hyderabad,71825,1,161087,91949,9,Fail,69138
1642,2023-03-10 09:00:00,Bike,TVS,Petrol,Chennai,29430,2,164729,96855,6,Fail,67874
1643,2023-03-10 10:00:00,Bike,TVS,Electric,Chennai,18029,6,76116,99982,8,Pass,-23866
1644,2023-03-10 11:00:00,Bike,Honda,Electric,Coimbatore,54046,9,178023,60483,2,Pass,117540
1645,2023-03-10 12:00:00,Bike,Honda,Petrol,Bangalore,8442,0,122599,121279,10,Pass,1320
1646,2023-03-10 13:00:00,Bike,Honda,Petrol,Chennai,8048,6,51521,132740,5,Pass,-81219
1647,2023-03-10 14:00:00,Bike,Hero,Petrol,Coimbatore,18796,5,79431,112572,12,Pass,-33141
1648,2023-03-10 15:00:00,Bike,Bajaj,Petrol,Coimbatore,51516,7,35731,93157,12,Pass,-57426
1649,2023-03-10 16:00:00,Bike,Hero,Petrol,Bangalore,98280,6,174816,25511,13,Pass,149305
1650,2023-03-10 17:00:00,Bike,Bajaj,Petrol,Hyderabad,796,3,88094,136898,1,Pass,-48804
1651,2023-03-10 18:00:00,Bike,Bajaj,Petrol,Coimbatore,68445,2,43423,34923,4,Pass,8500
1652,2023-03-10 19:00:00,Bike,TVS,Petrol,Coimbatore,60480,2,139612,25558,10,Pass,114054
1653,2023-03-10 20:00:00,Bike,TVS,Petrol,Coimbatore,57282,3,173640,112771,1,Pass,60869
1654,2023-03-10 21:00:00,Bike,Bajaj,Petrol,Hyderabad,34729,8,28934,15526,11,Pass,13408
1655,2023-03-10 22:00:00,Bike,Bajaj,Petrol,Hyderabad,96882,8,101945,132495,11,Pass,-30550
1656,2023-03-10 23:00:00,Bike,Hero,Petrol,Bangalore,53944,1,155443,139075,9,Pass,16368
1657,2023-03-11 00:00:00,Bike,Hero,Petrol,Chennai,35536,4,121946,16753,2,Pass,105193
1658,2023-03-11 01:00:00,Bike,TVS,Petrol,Hyderabad,39822,0,121344,41248,7,Fail,80096
1659,2023-03-11 02:00:00,Bike,Honda,Petrol,Chennai,27667,3,164244,29656,3,Pass,134588
1660,2023-03-11 03:00:00,Bike,Bajaj,Electric,Chennai,52167,1,52358,38266,14,Pass,14092
1661,2023-03-11 04:00:00,Bike,Hero,Petrol,Hyderabad,95027,7,154774,79555,2,Pass,75219
1662,2023-03-11 05:00:00,Bike,TVS,Electric,Coimbatore,83837,3,44763,77995,13,Pass,-33232
1663,2023-03-11 06:00:00,Bike,Hero,Electric,Bangalore,51968,4,110997,90756,4,Fail,20241
1664,2023-03-11 07:00:00,Bike,Bajaj,Petrol,Chennai,73394,3,92975,98574,7,Pass,-5599
1665,2023-03-11 08:00:00,Bike,Bajaj,Petrol,Coimbatore,53584,4,163876,93277,7,Pass,70599
1666,2023-03-11 09:00:00,Bike,Yamaha,Petrol,Hyderabad,63638,4,112189,85377,9,Pass,26812
1667,2023-03-11 10:00:00,Bike,Honda,Electric,Chennai,23088,4,112507,117345,12,Pass,-4838
1668,2023-03-11 11:00:00,Bike,Yamaha,Petrol,Chennai,63401,2,92525,111111,13,Pass,-18586
1669,2023-03-11 12:00:00,Bike,TVS,Petrol,Chennai,18171,6,124248,80402,3,Fail,43846
1670,2023-03-11 13:00:00,Bike,Hero,Petrol,Coimbatore,83538,2,49604,69176,7,Pass,-19572
1671,2023-03-11 14:00:00,Bike,TVS,Petrol,Coimbatore,91164,1,141585,138727,6,Pass,2858
1672,2023-03-11 15:00:00,Bike,Bajaj,Petrol,Coimbatore,32145,2,178207,138747,10,Pass,39460
1673,2023-03-11 16:00:00,Bike,Yamaha,Petrol,Chennai,8137,2,154716,56733,7,Fail,97983
1674,2023-03-11 17:00:00,Bike,Yamaha,Petrol,Chennai,1160,7,35680,29418,7,Pass,6262
1675,2023-03-11 18:00:00,Bike,Yamaha,Electric,Bangalore,7422,3,138508,138422,10,Pass,86
1676,2023-03-11 19:00:00,Bike,TVS,Petrol,Bangalore,94197,2,120619,52185,5,Pass,68434
1677,2023-03-11 20:00:00,Bike,Bajaj,Electric,Coimbatore,45221,9,80037,56745,9,Pass,23292
1678,2023-03-11 21:00:00,Bike,Hero,Petrol,Coimbatore,57756,4,124969,108417,7,Pass,16552
1679,2023-03-11 22:00:00,Bike,Hero,Petrol,Hyderabad,70006,3,136115,68787,7,Fail,67328
1680,2023-03-11 23:00:00,Bike,TVS,Petrol,Coimbatore,69443,8,83914,95123,12,Pass,-11209
1681,2023-03-12 00:00:00,Bike,Yamaha,Petrol,Bangalore,28343,7,132255,67035,14,Pass,65220
1682,2023-03-12 01:00:00,Bike,Honda,Petrol,Bangalore,9546,6,35349,102804,3,Pass,-67455
1683,2023-03-12 02:00:00,Bike,TVS,Petrol,Bangalore,89836,7,53525,80984,1,Pass,-27459
1684,2023-03-12 03:00:00,Bike,TVS,Petrol,Chennai,64485,4,30948,67462,14,Pass,-36514
1685,2023-03-12 04:00:00,Bike,Bajaj,Electric,Chennai,80583,3,39498,52353,14,Pass,-12855
1686,2023-03-12 05:00:00,Bike,Hero,Electric,Coimbatore,97425,6,175063,139785,5,Fail,35278
1687,2023-03-12 06:00:00,Bike,TVS,Petrol,Hyderabad,30846,0,84790,126055,8,Pass,-41265
1688,2023-03-12 07:00:00,Bike,TVS,Petrol,Hyderabad,88784,5,163732,88644,5,Pass,75088
1689,2023-03-12 08:00:00,Bike,Yamaha,Petrol,Hyderabad,91884,7,51245,134097,10,Pass,-82852
1690,2023-03-12 09:00:00,Bike,Yamaha,Petrol,Chennai,54026,6,156310,63302,3,Pass,93008
1691,2023-03-12 10:00:00,Bike,Honda,Electric,Bangalore,73643,1,175992,137561,9,Pass,38431
1692,2023-03-12 11:00:00,Bike,Bajaj,Petrol,Bangalore,37287,6,71659,91979,2,Fail,-20320
1693,2023-03-12 12:00:00,Bike,Honda,Petrol,Chennai,34083,5,150983,37435,3,Pass,113548
1694,2023-03-12 13:00:00,Bike,Yamaha,Electric,Hyderabad,13063,4,99874,72728,12,Pass,27146
1695,2023-03-12 14:00:00,Bike,Hero,Petrol,Hyderabad,46560,3,67517,113598,4,Pass,-46081
1696,2023-03-12 15:00:00,Bike,Yamaha,Petrol,Coimbatore,34190,0,151618,16238,10,Pass,135380
1697,2023-03-12 16:00:00,Bike,Bajaj,Petrol,Coimbatore,95212,1,100885,95857,1,Pass,5028
1698,2023-03-12 17:00:00,Bike,Yamaha,Petrol,Hyderabad,15425,6,71350,96610,11,Pass,-25260
1699,2023-03-12 18:00:00,Bike,Bajaj,Petrol,Chennai,87287,9,102179,28049,4,Pass,74130
1700,2023-03-12 19:00:00,Bike,Bajaj,Petrol,Hyderabad,83684,2,70013,72193,4,Fail,-2180
1701,2023-03-12 20:00:00,Bike,Bajaj,Petrol,Coimbatore,20608,4,64913,50584,9,Fail,14329
1702,2023-03-12 21:00:00,Bike,Bajaj,Petrol,Hyderabad,77015,7,70819,81634,8,Pass,-10815
1703,2023-03-12 22:00:00,Bike,Bajaj,Petrol,Chennai,68758,7,107168,29679,2,Pass,77489
1704,2023-03-12 23:00:00,Bike,Hero,Petrol,Bangalore,5855,5,117680,49505,13,Pass,68175
1705,2023-03-13 00:00:00,Bike,Honda,Petrol,Chennai,46569,4,119792,66341,7,Pass,53451
1706,2023-03-13 01:00:00,Bike,TVS,Petrol,Chennai,94835,1,179557,116069,6,Pass,63488
1707,2023-03-13 02:00:00,Bike,Honda,Petrol,Coimbatore,54971,8,158932,65374,7,Pass,93558
1708,2023-03-13 03:00:00,Bike,Bajaj,Petrol,Chennai,33205,0,74875,61998,11,Pass,12877
1709,2023-03-13 04:00:00,Bike,Hero,Petrol,Chennai,44409,1,170991,91970,4,Pass,79021
1710,2023-03-13 05:00:00,Bike,Yamaha,Petrol,Coimbatore,89106,0,98947,70701,14,Pass,28246
1711,2023-03-13 06:00:00,Bike,Hero,Petrol,Coimbatore,54239,3,34586,59859,14,Pass,-25273
1712,2023-03-13 07:00:00,Bike,Bajaj,Petrol,Bangalore,77320,3,76986,48178,5,Pass,28808
1713,2023-03-13 08:00:00,Bike,Hero,Petrol,Hyderabad,87773,4,114848,42575,6,Pass,72273
1714,2023-03-13 09:00:00,Bike,Hero,Petrol,Chennai,23741,4,48055,34329,9,Pass,13726
1715,2023-03-13 10:00:00,Bike,Bajaj,Petrol,Coimbatore,27914,7,53807,72254,2,Pass,-18447
1716,2023-03-13 11:00:00,Bike,Hero,Petrol,Bangalore,51318,2,72177,118090,11,Pass,-45913
1717,2023-03-13 12:00:00,Bike,TVS,Petrol,Hyderabad,21395,5,93625,122373,9,Pass,-28748
1718,2023-03-13 13:00:00,Bike,TVS,Petrol,Coimbatore,92807,2,170314,130474,10,Pass,39840
1719,2023-03-13 14:00:00,Bike,Hero,Petrol,Hyderabad,62909,1,81317,99029,1,Pass,-17712
1720,2023-03-13 15:00:00,Bike,Yamaha,Electric,Hyderabad,55824,7,41433,102366,4,Pass,-60933
1721,2023-03-13 16:00:00,Bike,Bajaj,Petrol,Chennai,67420,0,58282,119139,12,Pass,-60857
1722,2023-03-13 17:00:00,Bike,TVS,Petrol,Chennai,54055,8,101519,115290,5,Pass,-13771
1723,2023-03-13 18:00:00,Bike,Yamaha,Petrol,Coimbatore,65953,6,68578,88662,9,Pass,-20084
1724,2023-03-13 19:00:00,Bike,Hero,Petrol,Hyderabad,23189,9,155843,122374,6,Pass,33469
1725,2023-03-13 20:00:00,Bike,Yamaha,Petrol,Coimbatore,64856,3,133333,55068,4,Pass,78265
1726,2023-03-13 21:00:00,Bike,Honda,Petrol,Coimbatore,93511,2,75317,73951,2,Pass,1366
1727,2023-03-13 22:00:00,Bike,TVS,Petrol,Hyderabad,8752,5,152878,102629,5,Pass,50249
1728,2023-03-13 23:00:00,Bike,Hero,Petrol,Coimbatore,31344,8,133745,128852,8,Pass,4893
1729,2023-03-14 00:00:00,Bike,Bajaj,Petrol,Hyderabad,96187,8,154230,50171,8,Pass,104059
1730,2023-03-14 01:00:00,Bike,Hero,Petrol,Hyderabad,23865,3,90950,23262,6,Pass,67688
1731,2023-03-14 02:00:00,Bike,Bajaj,Petrol,Hyderabad,6526,9,84612,58270,11,Pass,26342
1732,2023-03-14 03:00:00,Bike,Hero,Petrol,Hyderabad,98803,4,89873,35785,1,Pass,54088
1733,2023-03-14 04:00:00,Bike,Yamaha,Electric,Bangalore,29023,8,140792,54469,8,Pass,86323
1734,2023-03-14 05:00:00,Bike,Yamaha,Petrol,Hyderabad,10982,1,149814,83831,4,Pass,65983
1735,2023-03-14 06:00:00,Bike,Yamaha,Electric,Chennai,49388,1,40231,96223,14,Pass,-55992
1736,2023-03-14 07:00:00,Bike,Honda,Petrol,Chennai,50610,4,112385,138641,2,Pass,-26256
1737,2023-03-14 08:00:00,Bike,Bajaj,Petrol,Chennai,91144,0,66163,60643,1,Pass,5520
1738,2023-03-14 09:00:00,Bike,Yamaha,Petrol,Hyderabad,993,7,146880,82657,7,Pass,64223
1739,2023-03-14 10:00:00,Bike,Honda,Petrol,Chennai,56694,4,112592,18582,2,Pass,94010
1740,2023-03-14 11:00:00,Bike,Bajaj,Petrol,Bangalore,82501,9,131564,127781,13,Pass,3783
1741,2023-03-14 12:00:00,Bike,Hero,Petrol,Coimbatore,40267,1,80535,45280,4,Pass,35255
1742,2023-03-14 13:00:00,Bike,Honda,Petrol,Hyderabad,30050,8,135952,133885,4,Pass,2067
1743,2023-03-14 14:00:00,Bike,TVS,Electric,Chennai,14333,1,160824,57589,13,Pass,103235
1744,2023-03-14 15:00:00,Bike,Honda,Petrol,Bangalore,3470,6,49507,119004,10,Pass,-69497
1745,2023-03-14 16:00:00,Bike,Honda,Petrol,Coimbatore,98815,7,149225,55000,1,Pass,94225
1746,2023-03-14 17:00:00,Bike,Bajaj,Petrol,Bangalore,95994,5,135282,117592,2,Fail,17690
1747,2023-03-14 18:00:00,Bike,Hero,Petrol,Chennai,83181,6,95559,112208,1,Pass,-16649
1748,2023-03-14 19:00:00,Bike,TVS,Petrol,Bangalore,49677,0,25982,16085,6,Fail,9897
1749,2023-03-14 20:00:00,Bike,Yamaha,Petrol,Coimbatore,67842,3,154128,96427,13,Pass,57701
1750,2023-03-14 21:00:00,Bike,Yamaha,Electric,Chennai,71700,6,172218,30600,3,Pass,141618
1751,2023-03-14 22:00:00,Bike,Honda,Petrol,Coimbatore,62001,0,101737,112994,1,Pass,-11257
1752,2023-03-14 23:00:00,Bike,Bajaj,Petrol,Bangalore,29400,0,107446,74801,12,Pass,32645
1753,2023-03-15 00:00:00,Bike,Bajaj,Petrol,Hyderabad,14626,5,113567,76739,8,Pass,36828
1754,2023-03-15 01:00:00,Bike,Yamaha,Electric,Hyderabad,71190,3,48636,89181,14,Pass,-40545
1755,2023-03-15 02:00:00,Bike,TVS,Petrol,Hyderabad,88244,2,107850,132309,12,Pass,-24459
1756,2023-03-15 03:00:00,Bike,Hero,Petrol,Hyderabad,79803,4,108866,122114,14,Pass,-13248
1757,2023-03-15 04:00:00,Bike,TVS,Petrol,Coimbatore,86079,8,87726,56596,4,Pass,31130
1758,2023-03-15 05:00:00,Bike,Hero,Petrol,Hyderabad,48494,9,105901,132036,10,Pass,-26135
1759,2023-03-15 06:00:00,Bike,Yamaha,Petrol,Coimbatore,67561,9,166180,85410,7,Pass,80770
1760,2023-03-15 07:00:00,Bike,Hero,Petrol,Chennai,99564,9,93896,94303,10,Pass,-407
1761,2023-03-15 08:00:00,Bike,Bajaj,Petrol,Hyderabad,17478,2,65880,67188,2,Pass,-1308
1762,2023-03-15 09:00:00,Bike,Honda,Petrol,Coimbatore,56844,4,77077,41825,6,Pass,35252
1763,2023-03-15 10:00:00,Bike,Honda,Petrol,Hyderabad,47148,9,28625,25913,6,Pass,2712
1764,2023-03-15 11:00:00,Bike,Yamaha,Petrol,Hyderabad,1555,4,63237,96751,7,Pass,-33514
1765,2023-03-15 12:00:00,Bike,Bajaj,Petrol,Hyderabad,76082,8,26223,99269,12,Pass,-73046
1766,2023-03-15 13:00:00,Bike,TVS,Petrol,Coimbatore,81714,9,90197,29332,1,Pass,60865
1767,2023-03-15 14:00:00,Bike,Bajaj,Petrol,Bangalore,45376,3,99693,69895,14,Pass,29798
1768,2023-03-15 15:00:00,Bike,Honda,Petrol,Hyderabad,92660,0,136555,19432,12,Pass,117123
1769,2023-03-15 16:00:00,Bike,Honda,Petrol,Hyderabad,39225,9,62760,103095,1,Pass,-40335
1770,2023-03-15 17:00:00,Bike,Bajaj,Petrol,Chennai,5755,4,135174,41570,2,Pass,93604
1771,2023-03-15 18:00:00,Bike,Bajaj,Electric,Bangalore,75447,0,152192,120569,14,Pass,31623
1772,2023-03-15 19:00:00,Bike,Honda,Petrol,Coimbatore,53880,5,54024,21103,11,Pass,32921
1773,2023-03-15 20:00:00,Bike,TVS,Petrol,Chennai,53833,9,48202,124316,2,Pass,-76114
1774,2023-03-15 21:00:00,Bike,Yamaha,Petrol,Hyderabad,42959,9,144414,137046,5,Pass,7368
1775,2023-03-15 22:00:00,Bike,Yamaha,Petrol,Chennai,36663,6,76524,30900,1,Fail,45624
1776,2023-03-15 23:00:00,Bike,Bajaj,Petrol,Chennai,34471,0,165432,73415,11,Pass,92017
1777,2023-03-16 00:00:00,Bike,Yamaha,Petrol,Hyderabad,97271,9,123228,82567,2,Pass,40661
1778,2023-03-16 01:00:00,Bike,Honda,Petrol,Bangalore,65649,3,129755,77713,6,Pass,52042
1779,2023-03-16 02:00:00,Bike,Honda,Petrol,Bangalore,85230,8,169013,98169,3,Pass,70844
1780,2023-03-16 03:00:00,Bike,Bajaj,Petrol,Chennai,19976,0,40993,73639,4,Pass,-32646
1781,2023-03-16 04:00:00,Bike,Bajaj,Petrol,Hyderabad,69080,8,39620,103728,1,Pass,-64108
1782,2023-03-16 05:00:00,Bike,Bajaj,Petrol,Coimbatore,87093,7,148271,100476,5,Pass,47795
1783,2023-03-16 06:00:00,Bike,TVS,Petrol,Chennai,69550,4,45193,121823,4,Pass,-76630
1784,2023-03-16 07:00:00,Bike,Yamaha,Electric,Coimbatore,76026,5,76559,23988,8,Pass,52571
1785,2023-03-16 08:00:00,Bike,Bajaj,Electric,Chennai,8007,6,46248,118603,3,Pass,-72355
1786,2023-03-16 09:00:00,Bike,Hero,Petrol,Chennai,70893,3,161099,93488,10,Fail,67611
1787,2023-03-16 10:00:00,Bike,Hero,Petrol,Hyderabad,12618,5,88410,107905,1,Pass,-19495
1788,2023-03-16 11:00:00,Bike,Honda,Petrol,Hyderabad,51029,6,29260,116398,14,Pass,-87138
1789,2023-03-16 12:00:00,Bike,Yamaha,Petrol,Coimbatore,69182,5,62596,17977,13,Pass,44619
1790,2023-03-16 13:00:00,Bike,Bajaj,Petrol,Coimbatore,92437,5,34012,130650,10,Fail,-96638
1791,2023-03-16 14:00:00,Bike,Hero,Petrol,Bangalore,54676,1,50823,119029,5,Pass,-68206
1792,2023-03-16 15:00:00,Bike,Yamaha,Petrol,Hyderabad,92213,4,98851,69641,14,Pass,29210
1793,2023-03-16 16:00:00,Bike,Honda,Petrol,Chennai,4914,2,72027,16268,1,Pass,55759
1794,2023-03-16 17:00:00,Bike,TVS,Petrol,Chennai,83530,6,108794,129465,11,Pass,-20671
1795,2023-03-16 18:00:00,Bike,Yamaha,Petrol,Bangalore,86473,3,50099,69431,5,Pass,-19332
1796,2023-03-16 19:00:00,Bike,Yamaha,Petrol,Hyderabad,62637,0,126427,31756,9,Pass,94671
1797,2023-03-16 20:00:00,Bike,TVS,Petrol,Chennai,4437,5,61992,35764,5,Pass,26228
1798,2023-03-16 21:00:00,Bike,Yamaha,Electric,Bangalore,37231,5,144942,74912,2,Pass,70030
1799,2023-03-16 22:00:00,Bike,Honda,Petrol,Bangalore,87362,6,142886,55385,13,Pass,87501
1800,2023-03-16 23:00:00,Bike,Honda,Petrol,Chennai,39165,7,167049,30032,2,Pass,137017
1801,2023-03-17 00:00:00,Bike,TVS,Electric,Chennai,75010,2,34218,110014,10,Pass,-75796
1802,2023-03-17 01:00:00,Bike,Bajaj,Electric,Coimbatore,18000,5,46788,60702,9,Pass,-13914
1803,2023-03-17 02:00:00,Bike,Hero,Petrol,Hyderabad,2250,9,45501,26885,12,Pass,18616
1804,2023-03-17 03:00:00,Bike,Bajaj,Petrol,Coimbatore,65518,1,128733,24796,14,Pass,103937
1805,2023-03-17 04:00:00,Bike,Yamaha,Petrol,Bangalore,4527,8,40210,119583,5,Pass,-79373
1806,2023-03-17 05:00:00,Bike,Hero,Petrol,Chennai,6245,1,153476,47863,11,Pass,105613
1807,2023-03-17 06:00:00,Bike,TVS,Petrol,Coimbatore,62231,2,99225,96014,8,Pass,3211
1808,2023-03-17 07:00:00,Bike,TVS,Petrol,Bangalore,87484,9,88721,47117,10,Pass,41604
1809,2023-03-17 08:00:00,Bike,Hero,Petrol,Hyderabad,28951,1,164988,35753,4,Fail,129235
1810,2023-03-17 09:00:00,Bike,Honda,Petrol,Chennai,94243,8,56449,35325,2,Pass,21124
1811,2023-03-17 10:00:00,Bike,Hero,Petrol,Coimbatore,71974,0,114333,22021,4,Pass,92312
1812,2023-03-17 11:00:00,Bike,Yamaha,Petrol,Hyderabad,62036,4,45782,95721,12,Pass,-49939
1813,2023-03-17 12:00:00,Bike,Honda,Petrol,Coimbatore,12650,0,45243,139080,11,Pass,-93837
1814,2023-03-17 13:00:00,Bike,TVS,Petrol,Bangalore,13906,4,54379,68096,4,Pass,-13717
1815,2023-03-17 14:00:00,Bike,Hero,Petrol,Hyderabad,20281,7,62780,86404,11,Pass,-23624
1816,2023-03-17 15:00:00,Bike,Bajaj,Petrol,Coimbatore,57917,7,139944,28071,9,Pass,111873
1817,2023-03-17 16:00:00,Bike,Bajaj,Petrol,Hyderabad,18825,7,44984,135084,10,Pass,-90100
1818,2023-03-17 17:00:00,Bike,Yamaha,Electric,Bangalore,69184,1,25050,79649,11,Pass,-54599
1819,2023-03-17 18:00:00,Bike,Bajaj,Petrol,Hyderabad,94915,7,162662,23041,6,Pass,139621
1820,2023-03-17 19:00:00,Bike,Hero,Petrol,Coimbatore,73969,4,65205,97051,10,Pass,-31846
1821,2023-03-17 20:00:00,Bike,Hero,Petrol,Bangalore,9936,0,40162,124611,6,Pass,-84449
1822,2023-03-17 21:00:00,Bike,Bajaj,Petrol,Chennai,18169,6,74746,55058,5,Pass,19688
1823,2023-03-17 22:00:00,Bike,Hero,Petrol,Coimbatore,72510,5,169177,63263,6,Pass,105914
1824,2023-03-17 23:00:00,Bike,Yamaha,Petrol,Coimbatore,77264,4,36628,106502,1,Pass,-69874
1825,2023-03-18 00:00:00,Bike,Honda,Petrol,Bangalore,99574,0,63516,119820,13,Pass,-56304
1826,2023-03-18 01:00:00,Bike,Yamaha,Petrol,Bangalore,2343,0,112157,122645,5,Pass,-10488
1827,2023-03-18 02:00:00,Bike,Yamaha,Petrol,Chennai,66109,5,157548,59470,12,Pass,98078
1828,2023-03-18 03:00:00,Bike,Hero,Petrol,Coimbatore,51312,9,144558,102826,6,Pass,41732
1829,2023-03-18 04:00:00,Bike,Honda,Petrol,Bangalore,16559,6,65800,111238,8,Pass,-45438
1830,2023-03-18 05:00:00,Bike,Hero,Electric,Chennai,86769,9,60788,43223,4,Pass,17565
1831,2023-03-18 06:00:00,Bike,TVS,Petrol,Chennai,41268,9,145754,48575,14,Pass,97179
1832,2023-03-18 07:00:00,Bike,Hero,Petrol,Bangalore,25895,0,51240,60799,5,Pass,-9559
1833,2023-03-18 08:00:00,Bike,Hero,Petrol,Coimbatore,20702,8,166994,129738,4,Fail,37256
1834,2023-03-18 09:00:00,Bike,Hero,Petrol,Hyderabad,13773,3,89198,124704,7,Pass,-35506
1835,2023-03-18 10:00:00,Bike,Honda,Petrol,Hyderabad,49389,4,83739,36661,10,Pass,47078
1836,2023-03-18 11:00:00,Bike,Hero,Petrol,Chennai,99135,1,37089,96975,6,Pass,-59886
1837,2023-03-18 12:00:00,Bike,Honda,Petrol,Hyderabad,73548,9,57600,51432,14,Pass,6168
1838,2023-03-18 13:00:00,Bike,Bajaj,Petrol,Hyderabad,94267,7,33167,114047,4,Pass,-80880
1839,2023-03-18 14:00:00,Bike,TVS,Petrol,Bangalore,89310,1,103352,46147,6,Pass,57205
1840,2023-03-18 15:00:00,Bike,Honda,Petrol,Chennai,46010,2,177236,44114,13,Pass,133122
1841,2023-03-18 16:00:00,Bike,Bajaj,Petrol,Coimbatore,88445,8,110965,21030,4,Pass,89935
1842,2023-03-18 17:00:00,Bike,Honda,Petrol,Chennai,71149,1,150540,105051,12,Pass,45489
1843,2023-03-18 18:00:00,Bike,Honda,Petrol,Bangalore,3381,5,56415,62429,8,Pass,-6014
1844,2023-03-18 19:00:00,Bike,TVS,Petrol,Hyderabad,46413,3,96895,62743,11,Pass,34152
1845,2023-03-18 20:00:00,Bike,Yamaha,Petrol,Coimbatore,85285,6,104900,110869,3,Pass,-5969
1846,2023-03-18 21:00:00,Bike,Yamaha,Petrol,Chennai,65537,5,119330,80615,8,Pass,38715
1847,2023-03-18 22:00:00,Bike,Honda,Petrol,Hyderabad,62957,9,83650,62577,13,Pass,21073
1848,2023-03-18 23:00:00,Bike,Hero,Petrol,Chennai,35843,8,25615,109584,2,Fail,-83969
1849,2023-03-19 00:00:00,Bike,Bajaj,Electric,Coimbatore,62889,8,102937,125436,6,Pass,-22499
1850,2023-03-19 01:00:00,Bike,Hero,Petrol,Chennai,78750,9,66936,17966,8,Pass,48970
1851,2023-03-19 02:00:00,Bike,Hero,Petrol,Chennai,9156,3,132812,128838,1,Pass,3974
1852,2023-03-19 03:00:00,Bike,Honda,Petrol,Chennai,6241,0,92875,18728,6,Pass,74147
1853,2023-03-19 04:00:00,Bike,Honda,Petrol,Hyderabad,17161,1,106782,52304,9,Pass,54478
1854,2023-03-19 05:00:00,Bike,Honda,Petrol,Coimbatore,97591,7,86700,64277,13,Pass,22423
1855,2023-03-19 06:00:00,Bike,Honda,Petrol,Coimbatore,29190,9,33109,119117,10,Pass,-86008
1856,2023-03-19 07:00:00,Bike,Yamaha,Petrol,Hyderabad,33333,7,48758,105330,10,Pass,-56572
1857,2023-03-19 08:00:00,Bike,Honda,Petrol,Hyderabad,71740,1,133592,15947,2,Pass,117645
1858,2023-03-19 09:00:00,Bike,Yamaha,Petrol,Hyderabad,78211,3,38317,93101,11,Pass,-54784
1859,2023-03-19 10:00:00,Bike,Yamaha,Petrol,Bangalore,57641,0,50622,96380,13,Pass,-45758
1860,2023-03-19 11:00:00,Bike,Honda,Electric,Chennai,78732,6,31800,81130,1,Pass,-49330
1861,2023-03-19 12:00:00,Bike,TVS,Petrol,Chennai,39523,3,60539,36414,2,Pass,24125
1862,2023-03-19 13:00:00,Bike,Bajaj,Petrol,Coimbatore,40709,7,158672,111226,5,Pass,47446
1863,2023-03-19 14:00:00,Bike,Hero,Petrol,Chennai,94090,8,110163,97060,6,Pass,13103
1864,2023-03-19 15:00:00,Bike,Yamaha,Petrol,Bangalore,87112,8,41689,108005,1,Pass,-66316
1865,2023-03-19 16:00:00,Bike,Bajaj,Petrol,Hyderabad,81022,2,106459,34439,7,Pass,72020
1866,2023-03-19 17:00:00,Bike,TVS,Petrol,Coimbatore,14940,4,63469,106742,11,Fail,-43273
1867,2023-03-19 18:00:00,Bike,Hero,Petrol,Coimbatore,8460,5,157030,73220,4,Fail,83810
1868,2023-03-19 19:00:00,Bike,Hero,Petrol,Chennai,22962,5,85012,61785,9,Pass,23227
1869,2023-03-19 20:00:00,Bike,Yamaha,Petrol,Coimbatore,18321,9,85021,51973,6,Pass,33048
1870,2023-03-19 21:00:00,Bike,Honda,Petrol,Hyderabad,58272,7,49642,102091,9,Pass,-52449
1871,2023-03-19 22:00:00,Bike,TVS,Petrol,Coimbatore,27758,5,104003,88318,1,Pass,15685
1872,2023-03-19 23:00:00,Bike,Yamaha,Electric,Hyderabad,93389,5,148714,83196,4,Fail,65518
1873,2023-03-20 00:00:00,Bike,TVS,Petrol,Bangalore,89452,3,25205,129317,2,Pass,-104112
1874,2023-03-20 01:00:00,Bike,Honda,Petrol,Bangalore,63024,6,117945,120160,6,Pass,-2215
1875,2023-03-20 02:00:00,Bike,Honda,Petrol,Hyderabad,22615,7,37442,21089,4,Pass,16353
1876,2023-03-20 03:00:00,Bike,Yamaha,Electric,Chennai,46933,2,116826,85854,9,Pass,30972
1877,2023-03-20 04:00:00,Bike,Honda,Petrol,Coimbatore,91004,6,161763,77235,14,Pass,84528
1878,2023-03-20 05:00:00,Bike,Bajaj,Petrol,Chennai,88767,2,63909,107141,3,Pass,-43232
1879,2023-03-20 06:00:00,Bike,Hero,Petrol,Coimbatore,88821,7,44504,44400,1,Pass,104
1880,2023-03-20 07:00:00,Bike,Yamaha,Petrol,Bangalore,79864,0,120698,30405,11,Pass,90293
1881,2023-03-20 08:00:00,Bike,TVS,Petrol,Bangalore,70577,0,112087,132240,13,Pass,-20153
1882,2023-03-20 09:00:00,Bike,Bajaj,Petrol,Bangalore,41144,5,66716,67763,11,Pass,-1047
1883,2023-03-20 10:00:00,Bike,Yamaha,Electric,Coimbatore,63143,9,59571,45209,1,Pass,14362
